Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
OR4C11;219429;11;NC_000011.10;55603354;55604398;minus;1
OR4C12;283093;11;NC_000011.10;49981473;49982535;minus;1
OR4C13;283092;11;NC_000011.10;49952391;49953419;plus;1
OR4C14P;81310;11;NC_000011.10;55537003;55537925;plus;0
OR4C15;81309;11;NC_000011.10;55554307;55555419;plus;1
OR4C16;219428;11;NC_000011.10;55572128;55573060;plus;1
OR4C1P;26242;11;NC_000011.10;55509638;55510762;plus;0
OR4C2P;119750;11;NC_000011.10;48420043;48421079;plus;0
OR4C3;256144;11;NC_000011.10;48324941;48325930;plus;1
OR4C45;403257;11;NC_000011.10;50032874;50033794;plus;1
OR4C46;119749;11;NC_000011.10;54603069;54603998;minus;1
OR4C48P;403259;11;NC_000011.10;50018789;50019713;plus;0
OR4C49P;403260;11;NC_000011.10;50053412;50054308;minus;0
OR4C4P;79550;11;NC_000011.10;48345348;48352447;minus;0
OR4C5;79346;11;NC_000011.10;48365297;48366488;minus;1
OR4C50P;256190;11;NC_000011.10;54591480;54592406;plus;0
OR4C6;219432;11;NC_000011.10;55665167;55666096;plus;1
OR4C7P;79294;11;NC_000011.10;54634929;54636053;minus;0
OR4C9P;79530;11;NC_000011.10;48464053;48464977;minus;0
OR4D1;26689;17;NC_000017.11;58155154;58156086;plus;1
OR4D10;390197;11;NC_000011.10;59477430;59478365;plus;1
OR4D11;219986;11;NC_000011.10;59503576;59504511;plus;1
OR4D12P;282754;4;NC_000004.12;4126606;4127630;minus;0
OR4D2;124538;17;NC_000017.11;58169656;58170579;plus;1
OR4D5;219875;11;NC_000011.10;123939617;123940573;plus;1
OR4D6;219983;11;NC_000011.10;59456961;59457905;plus;1
OR4D7P;81304;11;NC_000011.10;59531698;59532711;plus;0
OR4D8P;401696;11;NC_000011.10;59491653;59492611;plus;0
OR4D9;390199;11;NC_000011.10;59514913;59515857;plus;1
OR4E1;26687;14;NC_000014.9;21669912;21671017;minus;1
OR4E2;26686;14;NC_000014.9;21665083;21666024;plus;1
OR4F13P;390651;15;NC_000015.10;101842119;101850324;plus;5
OR4F14P;390650;15;NC_000015.10;101828741;101829676;plus;0
OR4F15;390649;15;NC_000015.10;101818187;101819125;plus;1
OR4F16;81399;1;NC_000001.11;683910;720115;minus;7
OR4F17;81099;19;NC_000019.10;107152;111690;plus;3
OR4F1P;26685;6;NC_000006.12;105919;106856;minus;0
OR4F21;441308;8;NC_000008.11;166086;167024;minus;1
OR4F28P;390652;15;NC_000015.10;101875964;101876901;plus;0
OR4F29;729759;1;NC_000001.11;450740;451678;minus;1
OR4F2P;390028;11;NC_000011.10;86649;87586;minus;0
OR4F3;26683;5;NC_000005.10;181342142;181370030;plus;2
OR4F4;26682;15;NC_000015.10;101922142;101923059;minus;1
OR4F5;79501;1;NC_000001.11;69091;70008;plus;1
OR4F6;390648;15;NC_000015.10;101805720;101806658;plus;1
OR4F7P;81390;6;NC_000006.12;170639606;170640543;plus;0
OR4F8P;390872;19;NC_000019.10;156282;157216;minus;0
OR4G11P;403263;1;NC_000001.11;63016;63885;plus;0
OR4G1P;26681;19;NC_000019.10;104602;105470;plus;0
OR4G2P;26680;15;NC_000015.10;101926627;101927303;minus;0
OR4G3P;26679;19;NC_000019.10;94077;94940;plus;0
OR4G4P;79504;1;NC_000001.11;52453;53396;plus;0
OR4G6P;81438;15;NC_000015.10;101937549;101938492;minus;0
OR4H12P;161271;14;NC_000014.9;19759910;19760788;plus;0
OR4H6P;26322;15;NC_000015.10;22056903;22057538;plus;0
OR4K1;79544;14;NC_000014.9;19920263;19936736;plus;3
OR4K11P;81079;21;NC_000021.9;13544231;13545185;minus;0
OR4K12P;81078;21;NC_000021.9;13581072;13582004;minus;0
OR4K13;390433;14;NC_000014.9;20033844;20034758;minus;1
OR4K14;122740;14;NC_000014.9;20014261;20015193;minus;1
OR4K15;81127;14;NC_000014.9;19975519;19976565;plus;1
OR4K16P;81126;14;NC_000014.9;19956547;19957554;plus;0
OR4K17;390436;14;NC_000014.9;20117407;20118438;plus;1
OR4K2;390431;14;NC_000014.9;19876268;19877212;plus;1
OR4K3;283617;14;NC_000014.9;19867897;19869443;minus;1
OR4K4P;79318;14;NC_000014.9;19905712;19906644;plus;0
OR4K5;79317;14;NC_000014.9;19920607;19921578;plus;1
OR4K6P;79314;14;NC_000014.9;19847267;19848329;plus;0
OR4K7P;79306;18;NC_000018.10;14570744;14571716;plus;0
OR4K8P;390836;18;NC_000018.10;14613210;14614181;plus;0
OR4L1;122742;14;NC_000014.9;20060045;20060983;plus;1
OR4M1;441670;14;NC_000014.9;19779664;19783111;plus;3
OR4M2;390538;15;NC_000015.10;22080527;22081610;plus;1
OR4N1P;79322;14;NC_000014.9;19796254;19797418;plus;0
OR4N2;390429;14;NC_000014.9;19803770;19828372;plus;2
OR4N3P;390539;15;NC_000015.10;22125511;22126447;plus;1
OR4N4;283694;15;NC_000015.10;22094431;22095864;plus;1
OR4N5;390437;14;NC_000014.9;20143736;20144662;plus;1
OR4P1P;79308;11;NC_000011.10;55683240;55684375;plus;0
OR4P4;81300;11;NC_000011.10;55638358;55639296;plus;1
OR4Q1P;81104;15;NC_000015.10;22044417;22045397;plus;0
OR4Q2;390432;14;NC_000014.9;20002062;20003192;plus;1
OR4Q3;441669;14;NC_000014.9;19744740;19752334;plus;4
OR4R1P;79528;11;NC_000011.10;48486187;48487032;minus;0
OR4R2P;81299;11;NC_000011.10;54657097;54657953;minus;0
OR4R3P;81298;11;NC_000011.10;49923050;49923887;plus;0
OR4S1;256148;11;NC_000011.10;48306223;48307152;plus;1
OR4S2;219431;11;NC_000011.10;55650904;55651839;plus;1
OR4T1P;390435;14;NC_000014.9;20093356;20094276;plus;0
OR4U1P;390434;14;NC_000014.9;20043916;20044855;plus;0
OR4V1P;79534;11;NC_000011.10;55673537;55674676;plus;0
OR4W1P;81077;X;NC_000023.11;126502871;126503218;minus;0
OR4X1;390113;11;NC_000011.10;48263861;48264778;plus;1
OR4X2;119764;11;NC_000011.10;48245104;48246015;plus;1
OR4X7P;403264;11;NC_000011.10;55411527;55411718;plus;0
OR51A10P;81295;11;NC_000011.10;5468504;5469359;minus;0
OR51A1P;26537;11;NC_000011.10;5170057;5171323;minus;0
OR51A2;401667;11;NC_000011.10;4954772;4955713;minus;1
OR51A3P;79532;11;NC_000011.10;4937338;4938294;minus;0
OR51A4;401666;11;NC_000011.10;4946159;4947100;minus;1
OR51A5P;79525;11;NC_000011.10;4972931;4973896;minus;0
OR51A6P;390046;11;NC_000011.10;4889577;4890595;minus;0
OR51A7;119687;11;NC_000011.10;4907370;4908308;plus;1
OR51A8P;401662;11;NC_000011.10;4832133;4833069;plus;0
OR51A9P;390039;11;NC_000011.10;4660831;4661729;minus;0
OR51AB1P;403265;11;NC_000011.10;5291467;5292351;minus;0
OR51B2;79345;11;NC_000011.10;5323298;5324352;minus;1
OR51B3P;79342;11;NC_000011.10;5314745;5315693;minus;0
OR51B4;79339;11;NC_000011.10;5301014;5301946;minus;1
OR51B5;282763;11;NC_000011.10;5340883;5505652;minus;6
OR51B6;390058;11;NC_000011.10;5351508;5352446;plus;1
OR51B8P;403266;11;NC_000011.10;5330588;5331345;minus;0
OR51C1P;401661;11;NC_000011.10;4690760;4691701;minus;0
OR51C4P;390041;11;NC_000011.10;4718612;4719559;plus;0
OR51D1;390038;11;NC_000011.10;4639715;4640838;plus;1
OR51E1;143503;11;NC_000011.10;4643926;4655488;plus;2
OR51E2;81285;11;NC_000011.10;4680171;4697846;minus;2
OR51F1;256892;11;NC_000011.10;4768979;4769917;minus;1
OR51F2;119694;11;NC_000011.10;4821386;4822414;plus;1
OR51F3P;390043;11;NC_000011.10;4736177;4737077;minus;0
OR51F4P;390044;11;NC_000011.10;4752045;4752943;minus;0
OR51F5P;390040;11;NC_000011.10;4709569;4710510;plus;0
OR51G1;79324;11;NC_000011.10;4923374;4924339;minus;1
OR51G2;81282;11;NC_000011.10;4914719;4915663;minus;1
OR51H1;401663;11;NC_000011.10;4859519;4860663;minus;1
OR51H2P;401664;11;NC_000011.10;4876557;4877503;plus;0
OR51I1;390063;11;NC_000011.10;5440542;5441553;minus;1
OR51I2;390064;11;NC_000011.10;5453408;5454477;plus;1
OR51J1;79470;11;NC_000011.10;5402397;5403771;plus;1
OR51K1P;81278;11;NC_000011.10;5430656;5431602;minus;0
OR51L1;119682;11;NC_000011.10;4998983;4999930;plus;1
OR51M1;390059;11;NC_000011.10;5389377;5390434;plus;1
OR51N1P;119696;11;NC_000011.10;4786754;4787702;plus;0
OR51P1P;79300;11;NC_000011.10;5015030;5016181;plus;0
OR51Q1;390061;11;NC_000011.10;5422111;5423206;plus;1
OR51R1P;390034;11;NC_000011.10;4418060;4419008;plus;0
OR51S1;119692;11;NC_000011.10;4848237;4849208;minus;1
OR51T1;401665;11;NC_000011.10;4881819;4882883;plus;1
OR51V1;283111;11;NC_000011.10;5199735;5200700;minus;1
OR52A1;23538;11;NC_000011.10;5151431;5152369;minus;1
OR52A4P;390053;11;NC_000011.10;5120664;5121578;minus;0
OR52A5;390054;11;NC_000011.10;5131692;5132642;minus;1
OR52B1P;81274;11;NC_000011.10;6151595;6152549;minus;0
OR52B2;255725;11;NC_000011.10;6169355;6170326;minus;1
OR52B3P;387747;11;NC_000011.10;4378282;4379224;plus;0
OR52B4;143496;11;NC_000011.10;4367263;4368386;minus;1
OR52B5P;81270;11;NC_000011.10;5560967;5561911;plus;0
OR52B6;340980;11;NC_000011.10;5580877;5581884;plus;1
OR52D1;390066;11;NC_000011.10;5488685;5489749;plus;1
OR52E1;79296;11;NC_000011.10;5069372;5070696;plus;1
OR52E2;119678;11;NC_000011.10;5058650;5059627;minus;1
OR52E3P;79533;11;NC_000011.10;5092676;5093650;plus;0
OR52E4;390081;11;NC_000011.10;5884293;5885231;plus;1
OR52E5;390082;11;NC_000011.10;5900765;5901760;plus;1
OR52E6;390078;11;NC_000011.10;5840956;5841897;minus;1
OR52E7P;81264;11;NC_000011.10;5873960;5874888;plus;0
OR52E8;390079;11;NC_000011.10;5856749;5857702;minus;1
OR52H1;390067;11;NC_000011.10;5544561;5545523;minus;1
OR52H2P;81261;11;NC_000011.10;5551665;5552596;minus;0
OR52I1;390037;11;NC_000011.10;4594039;4595013;plus;1
OR52I2;143502;11;NC_000011.10;4586791;4587905;plus;1
OR52J1P;79302;11;NC_000011.10;5104224;5105093;plus;0
OR52J2P;79529;11;NC_000011.10;5036916;5038074;plus;0
OR52J3;119679;11;NC_000011.10;5046526;5047461;plus;1
OR52K1;390036;11;NC_000011.10;4488879;4489908;plus;1
OR52K2;119774;11;NC_000011.10;4449295;4450361;plus;1
OR52K3P;390035;11;NC_000011.10;4474810;4475756;plus;0
OR52L1;338751;11;NC_000011.10;5985892;5986985;minus;1
OR52L2P;79274;11;NC_000011.10;6057219;6058330;minus;0
OR52M1;119772;11;NC_000011.10;4545191;4546144;plus;1
OR52M2P;338637;11;NC_000011.10;4514945;4515924;minus;0
OR52N1;79473;11;NC_000011.10;5787854;5788816;minus;1
OR52N2;390077;11;NC_000011.10;5803433;5822675;plus;2
OR52N3P;81251;11;NC_000011.10;5800364;5801321;plus;0
OR52N4;390072;11;NC_000011.10;5726462;5755958;plus;7
OR52N5;390075;11;NC_000011.10;5777634;5778667;minus;1
OR52P1P;81248;11;NC_000011.10;5726501;5727460;plus;0
OR52P2P;119775;11;NC_000011.10;4431332;4432228;minus;0
OR52Q1P;81246;11;NC_000011.10;5903636;5904479;plus;0
OR52R1;119695;11;NC_000011.10;4803433;4804380;minus;1
OR52S1P;79521;11;NC_000011.10;5076112;5077066;minus;0
OR52T1P;81244;11;NC_000011.10;5566650;5567615;minus;0
OR52U1P;81243;11;NC_000011.10;5719290;5720266;plus;0
OR52W1;120787;11;NC_000011.10;6199224;6200186;plus;1
OR52V1P;81242;11;NC_000011.10;5527223;5528126;minus;0
OR52X1P;79272;11;NC_000011.10;6066713;6067892;minus;0
OR52Y1P;81240;11;NC_000011.10;4793768;4794261;minus;0
OR52Z1;283110;11;NC_000011.10;5177621;5178711;minus;1
OR55B1P;390030;11;NC_000011.10;4146315;4147294;minus;0
OR56A1;120796;11;NC_000011.10;6026671;6027741;minus;1
OR56A3;390083;11;NC_000011.10;5947347;5948294;plus;1
OR56A4;120793;11;NC_000011.10;6002051;6003148;minus;1
OR56A5;390084;11;NC_000011.10;5967553;5968494;minus;1
OR56A7P;81236;11;NC_000011.10;6045809;6046746;minus;0
OR56B1;387748;11;NC_000011.10;5736448;5737538;plus;1
OR56B2P;390073;11;NC_000011.10;5765161;5766045;plus;0
OR56B3P;401675;11;NC_000011.10;6128610;6129553;plus;0
OR56B4;196335;11;NC_000011.10;6107684;6108835;plus;1
OR5A1;219982;11;NC_000011.10;59443169;59444116;plus;1
OR5A2;219981;11;NC_000011.10;59421979;59422953;minus;1
OR5AC1;81431;3;NC_000003.12;98064471;98065392;plus;0
OR5AC2;81050;3;NC_000003.12;98087173;98088102;plus;1
OR5AC4P;403271;3;NC_000003.12;98104754;98105669;plus;0
OR5AH1P;79336;19;NC_000019.10;56760865;56761233;plus;0
OR5AK1P;81230;11;NC_000011.10;57018092;57019019;plus;0
OR5AK2;390181;11;NC_000011.10;56988914;56989843;plus;1
OR5AK3P;81228;11;NC_000011.10;56971051;56971977;plus;0
OR5AK4P;219525;11;NC_000011.10;57037534;57038460;plus;1
OR5AL1;79482;11;NC_000011.10;56412597;56413781;plus;1
OR5AL2P;79476;11;NC_000011.10;56393730;56394649;plus;0
OR5AM1P;81226;11;NC_000011.10;56619746;56620810;minus;0
OR5AN1;390195;11;NC_000011.10;59364459;59365394;plus;1
OR5AN2P;81224;11;NC_000011.10;59309642;59310588;minus;0
OR5AO1P;403272;11;NC_000011.10;57045080;57045410;plus;0
OR5AP1P;81223;11;NC_000011.10;56633163;56634102;minus;0
OR5AP2;338675;11;NC_000011.10;56641489;56642439;minus;1
OR5AQ1P;81221;11;NC_000011.10;56054365;56055300;plus;0
OR5AR1;219493;11;NC_000011.10;56663686;56664618;plus;1
OR5AS1;219447;11;NC_000011.10;56030419;56031393;plus;1
OR5AU1;390445;14;NC_000014.9;21154937;21156025;minus;1
OR5AW1P;81076;X;NC_000023.11;131341529;131342452;minus;0
OR5AZ1P;283193;11;NC_000011.10;57917302;57918230;minus;0
OR5B10P;390186;11;NC_000011.10;58348985;58349638;minus;0
OR5B12;390191;11;NC_000011.10;58439120;58440173;minus;1
OR5B15P;81215;11;NC_000011.10;58387571;58388486;minus;0
OR5B17;219965;11;NC_000011.10;58358125;58359069;minus;1
OR5B19P;81211;11;NC_000011.10;58343813;58344670;minus;0
OR5B1P;401692;11;NC_000011.10;58365921;58366568;minus;0
OR5B2;390190;11;NC_000011.10;58422265;58423313;minus;1
OR5B21;219968;11;NC_000011.10;58507176;58508105;minus;1
OR5B3;441608;11;NC_000011.10;58402465;58403409;minus;1
OR5BA1P;81210;11;NC_000011.10;57866302;57867280;minus;0
OR5BB1P;81209;11;NC_000011.10;59391353;59392291;minus;0
OR5BC1P;81208;11;NC_000011.10;58317640;58318473;minus;0
OR5BD1P;79483;11;NC_000011.10;57945497;57946523;minus;0
OR5BE1P;81207;11;NC_000011.10;56082801;56083736;plus;0
OR5BH1P;81075;X;NC_000023.11;131398049;131398957;minus;0
OR5BJ1P;81047;12;NC_000012.12;48394482;48395385;minus;0
OR5BK1P;401718;12;NC_000012.12;48355659;48356545;minus;0
OR5BL1P;81205;11;NC_000011.10;58171090;58171722;plus;0
OR5BM1P;79491;3;NC_000003.12;98052893;98053818;plus;0
OR5BN1P;81204;11;NC_000011.10;56132665;56133493;minus;0
OR5BN2P;504181;11;NC_000011.10;56116638;56117255;minus;0
OR5BP1P;81203;11;NC_000011.10;57055701;57056134;plus;0
OR5BQ1P;81202;11;NC_000011.10;57029388;57029723;plus;0
OR5BR1P;81201;11;NC_000011.10;59332756;59334085;minus;0
OR5BS1P;390313;12;NC_000012.12;48559882;48560814;plus;0
OR5BT1P;282790;12;NC_000012.12;48385350;48386304;minus;0
OR5C1;392391;9;NC_000009.12;122788933;122789895;plus;1
OR5D13;390142;11;NC_000011.10;55773438;55774382;plus;1
OR5D14;219436;11;NC_000011.10;55795556;55796500;plus;1
OR5D15P;81198;11;NC_000011.10;55786965;55787906;plus;0
OR5D16;390144;11;NC_000011.10;55838752;55843036;plus;2
OR5D17P;81196;11;NC_000011.10;55754977;55755954;plus;0
OR5D18;219438;11;NC_000011.10;55819630;55820571;plus;1
OR5D2P;8595;11;NC_000011.10;55714997;55715633;plus;0
OR5D3P;8594;11;NC_000011.10;55726414;55727062;plus;0
OR5E1P;26343;11;NC_000011.10;7849051;7849571;plus;1
OR5F1;338674;11;NC_000011.10;55993681;55994625;minus;1
OR5F2P;81194;11;NC_000011.10;56015016;56015956;minus;0
OR5G1P;8591;11;NC_000011.10;56775284;56776206;minus;0
OR5G3;81193;11;NC_000011.10;56819479;56820646;minus;0
OR5G4P;81192;11;NC_000011.10;56790121;56791101;minus;0
OR5G5P;81191;11;NC_000011.10;56801859;56802794;minus;0
OR5H1;26341;3;NC_000003.12;98132698;98133639;plus;1
OR5H14;403273;3;NC_000003.12;98149386;98150318;plus;1
OR5H15;403274;3;NC_000003.12;98168700;98169641;plus;1
OR5H2;79310;3;NC_000003.12;98282888;98283832;plus;1
OR5H3P;79309;3;NC_000003.12;98207423;98208341;plus;0
OR5H4P;79299;3;NC_000003.12;98222039;98222966;plus;0
OR5H5P;79297;3;NC_000003.12;98197211;98198138;plus;0
OR5H6;79295;3;NC_000003.12;98263260;98265294;plus;2
OR5H7P;79291;3;NC_000003.12;98238352;98239278;plus;0
OR5H8;79289;3;NC_000003.12;98311913;98312840;plus;0
OR5I1;10798;11;NC_000011.10;55935456;55936400;minus;1
OR5J1P;401687;11;NC_000011.10;56071111;56072046;plus;0
OR5J2;282775;11;NC_000011.10;56176618;56177556;plus;1
OR5J7P;403276;11;NC_000011.10;56165501;56165922;plus;0
OR5K1;26339;3;NC_000003.12;98469480;98470576;plus;1
OR5K2;402135;3;NC_000003.12;98497681;98498631;plus;1
OR5K3;403277;3;NC_000003.12;98390666;98391631;plus;1
OR5K4;403278;3;NC_000003.12;98353854;98354819;plus;1
OR5L1;219437;11;NC_000011.10;55811367;55812476;plus;1
OR5L2;26338;11;NC_000011.10;55827219;55828154;plus;1
OR5M1;390168;11;NC_000011.10;56612555;56613502;minus;1
OR5M10;390167;11;NC_000011.10;56576774;56577721;minus;1
OR5M11;219487;11;NC_000011.10;56542340;56543257;minus;1
OR5M12P;81188;11;NC_000011.10;56628933;56629900;plus;0
OR5M13P;81187;11;NC_000011.10;56597507;56597994;minus;0
OR5M14P;81421;4;NC_000004.12;41723210;41723563;minus;0
OR5M2P;79523;11;NC_000011.10;56479491;56480426;minus;0
OR5M3;219482;11;NC_000011.10;56469488;56470538;minus;1
OR5M4P;79518;11;NC_000011.10;56448669;56449593;plus;0
OR5M5P;390166;11;NC_000011.10;56526567;56527502;minus;0
OR5M6P;79512;11;NC_000011.10;56512234;56513170;minus;0
OR5M7P;79508;11;NC_000011.10;56500299;56501270;minus;0
OR5M8;219484;11;NC_000011.10;56490435;56491370;minus;1
OR5M9;390162;11;NC_000011.10;56462469;56463401;minus;1
OR5P1P;79283;11;NC_000011.10;7772893;7773814;minus;0
OR5P2;120065;11;NC_000011.10;7795974;7796942;minus;1
OR5P3;120066;11;NC_000011.10;7825037;7825972;minus;1
OR5P4P;81185;11;NC_000011.10;7745991;7746910;plus;0
OR5R1;219479;11;NC_000011.10;56417258;56418232;minus;1
OR5S1P;391496;2;NC_000002.12;240109102;240110049;plus;0
OR5T1;390155;11;NC_000011.10;56275639;56276619;plus;1
OR5T2;219464;11;NC_000011.10;56232106;56233185;minus;1
OR5T3;390154;11;NC_000011.10;56252200;56253222;plus;1
OR5V1;81696;6;NC_000006.12;29355211;29457039;minus;3
OR5W1P;81182;11;NC_000011.10;55903343;55904145;minus;0
OR5W2;390148;11;NC_000011.10;55913650;55914582;minus;1
OR6A2;8590;11;NC_000011.10;6794525;6795908;minus;1
OR6B1;135946;7;NC_000007.14;144003997;144004932;plus;1
OR6B2;389090;2;NC_000002.12;240029491;240030429;minus;1
OR6B3;150681;2;NC_000002.12;240044611;240053722;minus;3
OR6C1;390321;12;NC_000012.12;55320600;55321538;plus;1
OR6C2;341416;12;NC_000012.12;55452214;55453152;plus;1
OR6C3;254786;12;NC_000012.12;55331701;55332636;plus;1
OR6C4;341418;12;NC_000012.12;55551227;55552156;plus;1
OR6C5P;390320;12;NC_000012.12;55311835;55312757;plus;0
OR6C6;283365;12;NC_000012.12;55294288;55295232;minus;1
OR6C64P;403281;12;NC_000012.12;55522593;55523471;plus;0
OR6C65;403282;12;NC_000012.12;55400529;55401467;plus;1
OR6C66P;403283;12;NC_000012.12;55388445;55389377;plus;0
OR6C68;403284;12;NC_000012.12;55492378;55493316;plus;1
OR6C69P;403285;12;NC_000012.12;55262539;55263434;plus;0
OR6C70;390327;12;NC_000012.12;55469200;55470138;minus;1
OR6C71P;390324;12;NC_000012.12;55376800;55377735;minus;0
OR6C72P;403288;12;NC_000012.12;55283750;55284683;plus;0
OR6C73P;403289;12;NC_000012.12;55396276;55397273;plus;0
OR6C74;254783;12;NC_000012.12;55244114;55248226;plus;2
OR6C75;390323;12;NC_000012.12;55365111;55366049;plus;1
OR6C76;390326;12;NC_000012.12;55426254;55427192;plus;1
OR6C7P;390322;12;NC_000012.12;55342838;55343776;plus;0
OR6D1P;220974;10;NC_000010.11;45258309;45259121;plus;0
OR6E1P;79323;14;NC_000014.9;22702144;22703069;plus;0
OR6F1;343169;1;NC_000001.11;247711829;247712755;minus;1
OR6J1;79549;14;NC_000014.9;22633566;22634844;minus;1
OR6K1P;81449;1;NC_000001.11;158694539;158695509;minus;0
OR6K2;81448;1;NC_000001.11;158699579;158700696;minus;1
OR6K3;391114;1;NC_000001.11;158717168;158718115;minus;1
OR6K4P;128370;1;NC_000001.11;158724113;158725067;minus;0
OR6K5P;391115;1;NC_000001.11;158742568;158743415;minus;0
OR6K6;128371;1;NC_000001.11;158754816;158755847;plus;1
OR6L1P;390012;10;NC_000010.11;133575056;133576135;minus;0
OR6L2P;81356;10;NC_000010.11;133430394;133431318;minus;0
OR6M1;390261;11;NC_000011.10;123805408;123806349;minus;1
OR6M2P;79546;11;NC_000011.10;123840958;123841903;minus;0
OR6M3P;79321;11;NC_000011.10;123861681;123862523;minus;0
OR6N1;128372;1;NC_000001.11;158747733;158840979;minus;7
OR6N2;81442;1;NC_000001.11;158776682;158777635;minus;1
OR6P1;128366;1;NC_000001.11;158562651;158563604;minus;1
OR6Q1;219952;11;NC_000011.10;58030953;58031906;plus;1
OR6R1P;81440;1;NC_000001.11;247833317;247834245;minus;0
OR6R2P;403294;8;NC_000008.11;21797086;21797896;plus;0
OR6S1;341799;14;NC_000014.9;20640696;20641691;minus;1
OR6T1;219874;11;NC_000011.10;123941474;123943844;minus;2
OR6U2P;390329;12;NC_000012.12;55611623;55612554;plus;0
OR6V1;346517;7;NC_000007.14;143052341;143053282;plus;1
OR6W1P;89883;7;NC_000007.14;143062284;143063785;minus;1
OR6X1;390260;11;NC_000011.10;123753580;123754518;minus;1
OR6Y1;391112;1;NC_000001.11;158547128;158548105;minus;1
OR7A10;390892;19;NC_000019.10;14840948;14841877;minus;1
OR7A11P;26669;19;NC_000019.10;14916414;14917402;plus;0
OR7A15P;26335;19;NC_000019.10;14927312;14927961;plus;0
OR7A17;26333;19;NC_000019.10;14880426;14881355;minus;1
OR7A18P;81081;19;NC_000019.10;14886846;14887272;minus;0
OR7A19P;387853;12;NC_000012.12;46592574;46593306;plus;0
OR7A1P;390895;19;NC_000019.10;14891859;14892804;minus;0
OR7A2P;390894;19;NC_000019.10;14863586;14865262;minus;0
OR7A3P;26668;19;NC_000019.10;14903327;14903973;minus;0
OR7A5;26659;19;NC_000019.10;14825743;14835148;minus;4
OR7A8P;26661;19;NC_000019.10;14852111;14852743;minus;0
OR7C1;26664;19;NC_000019.10;14797550;14835376;minus;5
OR7C2;26658;19;NC_000019.10;14941489;14942448;plus;1
OR7D11P;403295;19;NC_000019.10;9216188;9216389;plus;0
OR7D1P;26656;19;NC_000019.10;9235344;9235992;plus;0
OR7D2;162998;19;NC_000019.10;9185594;9188817;plus;1
OR7D4;125958;19;NC_000019.10;9213850;9214871;minus;1
OR7E100P;81430;3;NC_000003.12;112524186;112525200;minus;0
OR7E101P;81138;13;NC_000013.11;46460579;46461188;plus;0
OR7E102P;400984;2;NC_000002.12;95546579;95547574;plus;0
OR7E104P;81137;13;NC_000013.11;63836928;63837673;minus;0
OR7E105P;81116;14;NC_000014.9;51756991;51757986;plus;0
OR7E106P;81115;14;NC_000014.9;51763048;51764074;minus;0
OR7E108P;81363;9;NC_000009.12;90751218;90752240;minus;0
OR7E109P;401540;9;NC_000009.12;90742502;90743448;minus;0
OR7E10P;10823;8;NC_000008.11;12703052;12704038;minus;0
OR7E110P;81354;10;NC_000010.11;14986876;14987471;minus;0
OR7E111P;81136;13;NC_000013.11;67902244;67903224;plus;0
OR7E115P;81353;10;NC_000010.11;15007788;15008726;minus;0
OR7E116P;81358;9;NC_000009.12;90232099;90233124;plus;0
OR7E117P;399857;11;NC_000011.10;3599643;3600668;minus;0
OR7E11P;10822;11;NC_000011.10;67735678;67736341;minus;0
OR7E121P;402133;3;NC_000003.12;75598650;75599672;minus;0
OR7E122P;81428;3;NC_000003.12;8688234;8689154;plus;0
OR7E125P;389616;8;NC_000008.11;7246619;7247587;minus;0
OR7E126P;81176;11;NC_000011.10;71902904;71904322;plus;0
OR7E128P;81175;11;NC_000011.10;71893408;71894439;plus;0
OR7E129P;391576;3;NC_000003.12;130021555;130022579;minus;0
OR7E12P;10821;11;NC_000011.10;3390707;3391915;minus;1
OR7E130P;389144;3;NC_000003.12;125703385;125704347;plus;0
OR7E136P;155340;7;NC_000007.14;6866656;6867622;minus;0
OR7E13P;10820;11;NC_000011.10;86832606;86833259;minus;0
OR7E140P;344729;12;NC_000012.12;8414779;8415774;minus;0
OR7E145P;390215;11;NC_000011.10;67722459;67723484;minus;0
OR7E148P;282801;12;NC_000012.12;8427661;8428613;minus;0
OR7E149P;282756;12;NC_000012.12;8437402;8438382;minus;0
OR7E14P;10819;11;NC_000011.10;17051886;17053044;plus;1
OR7E154P;403296;8;NC_000008.11;7705162;7706118;minus;0
OR7E155P;403297;13;NC_000013.11;41439837;41440862;minus;0
OR7E156P;283491;13;NC_000013.11;63737435;63742568;plus;4
OR7E157P;403219;8;NC_000008.11;7591988;7592956;plus;0
OR7E158P;392194;8;NC_000008.11;11919896;11920795;minus;0
OR7E159P;403299;14;NC_000014.9;51771788;51772096;minus;0
OR7E15P;8588;8;NC_000008.11;12696370;12697025;minus;0
OR7E160P;402333;8;NC_000008.11;11997606;12034640;minus;0
OR7E161P;389626;8;NC_000008.11;11928568;11929563;minus;0
OR7E162P;442101;4;NC_000004.12;3901506;3902540;minus;0
OR7E163P;100131415;4;NC_000004.12;3882495;3890165;minus;0
OR7E16P;26473;19;NC_000019.10;9191429;9192077;plus;0
OR7E18P;390885;19;NC_000019.10;9260977;9261797;minus;0
OR7E19P;26651;19;NC_000019.10;9265393;9266369;minus;0
OR7E1P;341128;11;NC_000011.10;67974234;67975256;minus;0
OR7E21P;9432;3;NC_000003.12;130034488;130035541;minus;0
OR7E22P;9431;3;NC_000003.12;75356485;75357510;minus;0
OR7E23P;391279;21;NC_000021.9;32621062;32622044;plus;0
OR7E24;26648;19;NC_000019.10;9251044;9252063;plus;1
