Symbol;GeneID;chromosome;genomic_nucleotide_accession.version;start_position_on_the_genomic_accession;end_position_on_the_genomic_accession;orientation;exon_count
Cmtm5;67272;14;NC_000080.6;54936176;54943045;plus;6
Myh6;17888;14;NC_000080.6;54941921;54968017;minus;40
Mir208a;387204;14;NC_000080.6;54949060;54949142;minus;1
Gm52092;115488289;14;NC_000080.6;54951040;54954967;plus;3
Mhrt;791403;14;NC_000080.6;54968787;54974349;plus;5
Myh7;140781;14;NC_000080.6;54970684;54994626;minus;41
Gm31251;102633419;14;NC_000080.6;54975264;55005006;plus;10
Mir208b;100124433;14;NC_000080.6;54975700;54975776;minus;1
LOC109280085;109280085;14;NC_000080.6;54996894;54997224;plus;0
LOC110120536;110120536;14;NC_000080.6;55003765;55004913;plus;0
Ngdn;68966;14;NC_000080.6;55015454;55024138;plus;11
Gm10364;100151693;14;NC_000080.6;55038462;55042976;plus;2
Zfhx2;239102;14;NC_000080.6;55060268;55092381;minus;10
Zfhx2os;432855;14;NC_000080.6;55073091;55075874;plus;2
Thtpa;105663;14;NC_000080.6;55094784;55098995;plus;2
Ap1g2;11766;14;NC_000080.6;55098835;55106593;minus;22
Jph4;319984;14;NC_000080.6;55106826;55116935;minus;6
Gm46455;108168163;14;NC_000080.6;55154734;55180181;plus;5
Gm23596;115485941;14;NC_000080.6;55161479;55161608;minus;1
Dhrs2;71412;14;NC_000080.6;55222007;55241440;plus;13
Gm6852;628176;14;NC_000080.6;55349544;55351034;minus;0
Gm8894;667952;14;NC_000080.6;55420125;55420788;minus;0
Gm52145;115488366;14;NC_000080.6;55439167;55444642;plus;3
Gm41158;105245759;14;NC_000080.6;55466366;55468537;minus;3
Dhrs4;28200;14;NC_000080.6;55478741;55490340;plus;8
Carmil3;268747;14;NC_000080.6;55490651;55508272;plus;40
Cpne6;12891;14;NC_000080.6;55510445;55517435;plus;18
Nrl;18185;14;NC_000080.6;55518978;55524981;minus;5
Pck2;74551;14;NC_000080.6;55540263;55550020;plus;10
Dcaf11;28199;14;NC_000080.6;55559125;55570065;plus;19
Fitm1;68680;14;NC_000080.6;55575674;55576952;plus;2
Psme1;19186;14;NC_000080.6;55578494;55581527;plus;11
Emc9;85308;14;NC_000080.6;55581519;55585375;minus;5
Psme2;19188;14;NC_000080.6;55587440;55591101;minus;12
Rnf31;268749;14;NC_000080.6;55591713;55603674;plus;21
Irf9;16391;14;NC_000080.6;55603985;55610030;plus;11
Rec8;56739;14;NC_000080.6;55618002;55625395;plus;20
Ipo4;75751;14;NC_000080.6;55625400;55635868;minus;30
Tm9sf1;74140;14;NC_000080.6;55635965;55643806;minus;7
Tssk4;71099;14;NC_000080.6;55643651;55652539;plus;5
Mdp1;67881;14;NC_000080.6;55657889;55660451;minus;6
Nedd8;18002;14;NC_000080.6;55662263;55671880;minus;4
Gmpr2;105446;14;NC_000080.6;55672235;55687861;plus;11
Tinf2;28113;14;NC_000080.6;55676208;55682159;minus;10
Gm25887;115488435;14;NC_000080.6;55683834;55683917;minus;0
Tgm1;21816;14;NC_000080.6;55700009;55713921;minus;18
Rabggta;56187;14;NC_000080.6;55715864;55722263;minus;17
Dhrs1;52585;14;NC_000080.6;55739020;55745684;minus;9
Nop9;67842;14;NC_000080.6;55745693;55755634;plus;10
Cideb;12684;14;NC_000080.6;55754052;55758424;minus;5
Ltb4r2;57260;14;NC_000080.6;55757922;55764066;plus;3
Ltb4r1;16995;14;NC_000080.6;55764160;55768494;plus;2
Adcy4;104110;14;NC_000080.6;55769056;55784095;minus;27
Gm32092;102634535;14;NC_000080.6;55784079;55793781;plus;5
Ripk3;56532;14;NC_000080.6;55784995;55788857;minus;10
Gm41159;105245760;14;NC_000080.6;55820028;55823589;minus;3
Nfatc4;73181;14;NC_000080.6;55824795;55833943;plus;10
Nynrin;277154;14;NC_000080.6;55854115;55874736;plus;8
Cbln3;56410;14;NC_000080.6;55878920;55884256;minus;3
Khnyn;219094;14;NC_000080.6;55884812;55898780;plus;9
Sdr39u1;654795;14;NC_000080.6;55897283;55900342;minus;8
Cma1;17228;14;NC_000080.6;55941451;55944675;minus;5
Mcpt-ps1;17223;14;NC_000080.6;55949809;55952371;minus;4
Cma2;545055;14;NC_000080.6;55950980;55989785;plus;8
Gm5801;545056;14;NC_000080.6;56010292;56011480;minus;1
Mcpt1;17224;14;NC_000080.6;56017964;56020391;plus;5
Mcpt2;17225;14;NC_000080.6;56021584;56044635;plus;6
Mcpt9;17232;14;NC_000080.6;56026864;56030495;minus;5
Mcpt4;17227;14;NC_000080.6;56059744;56062310;minus;5
Mcpt8;17231;14;NC_000080.6;56082163;56085499;minus;5
Mir6949;102465572;14;NC_000080.6;56082401;56082468;minus;1
Ctsg;13035;14;NC_000080.6;56099885;56102574;minus;5
Gzme;14942;14;NC_000080.6;56117619;56120625;minus;5
Gzmd;14941;14;NC_000080.6;56129556;56132603;minus;5
LOC115488405;115488405;14;NC_000080.6;56156148;56156229;plus;1
Gzmg;14944;14;NC_000080.6;56156581;56159579;minus;5
Gm9547;672095;14;NC_000080.6;56161265;56162805;minus;0
LOC115488407;115488407;14;NC_000080.6;56165362;56165443;plus;1
Gzmn;245839;14;NC_000080.6;56165786;56174612;minus;6
Gm8961;668072;14;NC_000080.6;56177883;56186924;minus;0
Gm8963;668074;14;NC_000080.6;56181827;56182504;plus;0
LOC115488406;115488406;14;NC_000080.6;56204812;56204892;plus;1
Gzmf;14943;14;NC_000080.6;56205263;56211407;minus;5
Gzmc;14940;14;NC_000080.6;56231397;56241647;minus;7
Gm24118;115485947;14;NC_000080.6;56240560;56240685;plus;1
Gm4819;219102;14;NC_000080.6;56250051;56251268;plus;0
Gzmb;14939;14;NC_000080.6;56258836;56262334;minus;5
Gm48200;115488358;14;NC_000080.6;56275754;56276957;plus;0
Atp12a;192113;14;NC_000080.6;56364669;56388551;plus;25
Gm32454;102635011;14;NC_000080.6;56391651;56398828;plus;3
Rnf17;30054;14;NC_000080.6;56402650;56525032;plus;39
Gm18947;100418012;14;NC_000080.6;56410354;56411481;minus;0
Gm24392;102635068;14;NC_000080.6;56415029;56417061;plus;0
LOC115488392;115488392;14;NC_000080.6;56416766;56416868;plus;1
Cenpj;219103;14;NC_000080.6;56526761;56575489;minus;18
Parp4;328417;14;NC_000080.6;56575619;56659798;plus;35
Gm16573;102635191;14;NC_000080.6;56607261;56620513;minus;5
Gm4032;102635341;14;NC_000080.6;56665601;56667817;minus;0
Mphosph8;75339;14;NC_000080.6;56668235;56697430;plus;14
Gm16973;100503823;14;NC_000080.6;56696275;56701000;minus;3
Pspc1;66645;14;NC_000080.6;56722441;56778318;minus;9
Gm4479;100043499;14;NC_000080.6;56787429;56787930;minus;0
Zmym5;219105;14;NC_000080.6;56790585;56815051;minus;14
Gm4037;100042797;14;NC_000080.6;56792038;56792757;plus;0
2410022M11Rik;100503842;14;NC_000080.6;56811989;56813899;plus;1
Gm48906;102640701;14;NC_000080.6;56836205;56837039;minus;0
LOC115488428;115488428;14;NC_000080.6;56837071;56837156;minus;1
Gm22218;115488398;14;NC_000080.6;56852830;56852888;minus;1
Gm8983;668118;14;NC_000080.6;56865413;56866522;plus;0
Zmym2;76007;14;NC_000080.6;56886529;56962358;plus;27
Gm36789;102640809;14;NC_000080.6;57001163;57004964;plus;3
B020004C17Rik;432860;14;NC_000080.6;57015134;57018982;plus;4
Gja3;14611;14;NC_000080.6;57034460;57058030;minus;4
Gjb2;14619;14;NC_000080.6;57098602;57104702;minus;2
Gm32912;102635624;14;NC_000080.6;57104665;57114194;plus;5
Gjb6;14623;14;NC_000080.6;57123301;57133611;minus;5
Gm8996;668140;14;NC_000080.6;57217233;57217642;plus;0
Cryl1;68631;14;NC_000080.6;57275034;57398483;minus;8
Gm23593;115485971;14;NC_000080.6;57333366;57333485;minus;1
Gm8971;668090;14;NC_000080.6;57363381;57363778;plus;0
Gm41161;105245762;14;NC_000080.6;57377107;57384053;plus;3
Gm29717;101055712;14;NC_000080.6;57384865;57385568;minus;0
Ift88;21821;14;NC_000080.6;57424064;57517936;plus;28
Il17d;239114;14;NC_000080.6;57524829;57543166;plus;3
Eef1akmt1;68043;14;NC_000080.6;57549595;57571628;minus;6
1700039M10Rik;67518;14;NC_000080.6;57571614;57572368;plus;2
Xpo4;57258;14;NC_000080.6;57577521;57668232;minus;24
Lats2;50523;14;NC_000080.6;57689662;57746212;minus;9
Gm26440;115485931;14;NC_000080.6;57697809;57697937;plus;1
Gm52140;115488359;14;NC_000080.6;57738587;57754193;plus;3
Sap18;20220;14;NC_000080.6;57798189;57804980;plus;4
Mir3077;100526476;14;NC_000080.6;57798424;57798487;plus;1
Ska3;219114;14;NC_000080.6;57806558;57826291;minus;9
Mrpl57;67840;14;NC_000080.6;57826228;57829087;plus;2
Gm22738;115488400;14;NC_000080.6;57831063;57831209;minus;0
Zdhhc20;75965;14;NC_000080.6;57832702;57890831;minus;15
Micu2;68514;14;NC_000080.6;57916280;57999296;minus;12
3110083C13Rik;73208;14;NC_000080.6;57998909;58003697;plus;2
Gm9012;668160;14;NC_000080.6;58049229;58049823;minus;0
Fgf9;14180;14;NC_000080.6;58070671;58112854;plus;5
Gm18080;100416374;14;NC_000080.6;58240185;58240831;plus;0
Gm33321;102636181;14;NC_000080.6;58300802;58303373;plus;3
Gm33430;102636332;14;NC_000080.6;58428853;58445140;plus;4
Gm25614;115485935;14;NC_000080.6;58650268;58650400;minus;1
n-TTagt2;102467384;14;NC_000080.6;58818153;58818226;minus;0
Gm9022;668177;14;NC_000080.6;58879031;58880245;minus;0
Rpl13-ps3;668182;14;NC_000080.6;58893467;58894167;plus;0
Gm33472;102636396;14;NC_000080.6;59043940;59045944;minus;2
Gm41162;105245764;14;NC_000080.6;59046163;59072002;plus;3
1700129C05Rik;67932;14;NC_000080.6;59133040;59142930;minus;8
Gm5142;380907;14;NC_000080.6;59158503;59178749;minus;2
Rcbtb1;71330;14;NC_000080.6;59201018;59237267;plus;16
Phf11;628693;14;NC_000080.6;59238767;59260189;minus;0
Phf11a;219131;14;NC_000080.6;59276913;59297564;minus;9
Phf11b;236451;14;NC_000080.6;59320964;59341388;minus;10
Phf11d;219132;14;NC_000080.6;59347407;59365490;minus;11
Phf11c;628705;14;NC_000080.6;59380833;59393512;minus;10
Gm45935;107303348;14;NC_000080.6;59380833;59440880;minus;24
Setdb2;239122;14;NC_000080.6;59402009;59440880;minus;14
Cab39l;69008;14;NC_000080.6;59440934;59548904;plus;13
Cdadc1;71891;14;NC_000080.6;59559386;59597985;minus;14
Gm18835;100417799;14;NC_000080.6;59570747;59571614;minus;0
Gm18073;100416366;14;NC_000080.6;59622123;59622670;minus;0
Shisa2;219134;14;NC_000080.6;59625281;59631660;plus;2
Gm19716;100503479;14;NC_000080.6;59642548;59644384;plus;0
Atp8a2;50769;14;NC_000080.6;59647531;60086914;minus;36
Gm9013;668162;14;NC_000080.6;60039578;60040530;minus;0
4930563I02Rik;67659;14;NC_000080.6;60087061;60096102;plus;5
Gm6913;105245767;14;NC_000080.6;60141065;60148917;plus;0
Gm16261;115488348;14;NC_000080.6;60152486;60154359;plus;0
Gm41164;105245766;14;NC_000080.6;60162508;60170665;plus;5
Gm33582;102636546;14;NC_000080.6;60171647;60182982;plus;4
LOC108168164;108168164;14;NC_000080.6;60186158;60197210;minus;4
Nupl1;71844;14;NC_000080.6;60205284;60251479;minus;16
Mir719;751526;14;NC_000080.6;60228806;60228915;minus;1
Gm38641;102642877;14;NC_000080.6;60251474;60263907;plus;4
Mtmr6;219135;14;NC_000080.6;60265180;60302371;plus;16
Gm34874;102638272;14;NC_000080.6;60316479;60343479;minus;3
Amer2;72125;14;NC_000080.6;60373288;60388197;plus;2
Gm6066;606535;14;NC_000080.6;60441935;60442667;plus;0
Spata13;219140;14;NC_000080.6;60485168;60764556;plus;21
LOC109280132;109280132;14;NC_000080.6;60552726;60556031;plus;0
Gm41166;105245769;14;NC_000080.6;60616939;60623216;minus;3
Gm41165;105245768;14;NC_000080.6;60678656;60684292;minus;4
Gm34997;102638426;14;NC_000080.6;60764585;60768043;minus;3
C1qtnf9;239126;14;NC_000080.6;60768134;60780869;plus;5
Mipepos;102638504;14;NC_000080.6;60775840;60784549;minus;3
Mipep;70478;14;NC_000080.6;60784562;60905481;plus;21
Tnfrsf19;29820;14;NC_000080.6;60963834;61046855;minus;11
LOC109279850;109279850;14;NC_000080.6;61004739;61005741;plus;0
Gm41167;105245771;14;NC_000080.6;61037937;61050622;plus;3
Gm41168;105245772;14;NC_000080.6;61056762;61079508;plus;5
Sacs;50720;14;NC_000080.6;61138421;61240693;plus;15
Sgcg;24053;14;NC_000080.6;61219106;61275062;minus;9
Gm17778;100046950;14;NC_000080.6;61272004;61276093;plus;4
Gm19097;100418247;14;NC_000080.6;61283768;61284794;minus;0
1700109G14Rik;67355;14;NC_000080.6;61292983;61305334;minus;3
Arl11;219144;14;NC_000080.6;61306290;61311937;plus;4
Gm5461;432864;14;NC_000080.6;61324529;61325855;minus;0
Ebpl;68177;14;NC_000080.6;61339763;61360445;minus;4
Gm25716;115488393;14;NC_000080.6;61342964;61343067;minus;1
Kpna3;16648;14;NC_000080.6;61365186;61439947;minus;17
Rps12-ps2;432865;14;NC_000080.6;61466944;61467396;minus;0
Gm41169;105245773;14;NC_000080.6;61472841;61490398;plus;2
4930556J02Rik;75349;14;NC_000080.6;61492688;61500382;plus;3
Spryd7;66674;14;NC_000080.6;61531851;61556886;minus;6
Vmn1r-ps136;100312564;14;NC_000080.6;61543702;61544119;plus;0
Gm4118;100042941;14;NC_000080.6;61558798;61559442;plus;0
Trim13;66597;14;NC_000080.6;61598226;61610287;plus;5
Dleu2;668253;14;NC_000080.6;61602836;61682373;minus;7
Kcnrg;328424;14;NC_000080.6;61607457;61612833;plus;2
Mir16-1;387134;14;NC_000080.6;61631880;61631972;minus;1
Mir15a;387174;14;NC_000080.6;61632027;61632110;minus;1
Gm35196;102638697;14;NC_000080.6;61686786;61690598;minus;4
Gm46480;108168196;14;NC_000080.6;61707016;61708794;plus;2
Gm35247;102638760;14;NC_000080.6;61817815;61822867;plus;3
Gm41171;105245775;14;NC_000080.6;61845334;61846707;minus;3
Gm35307;102638839;14;NC_000080.6;62034867;62038927;plus;3
Gm35419;102638992;14;NC_000080.6;62119308;62171013;minus;3
Gm35361;102638915;14;NC_000080.6;62146811;62147539;plus;2
Dleu7;239133;14;NC_000080.6;62276229;62292979;minus;2
Gm41173;105245777;14;NC_000080.6;62327882;62332055;minus;2
Rnaseh2b;67153;14;NC_000080.6;62332068;62372996;plus;11
Gucy1b2;239134;14;NC_000080.6;62372935;62456291;minus;21
Gm46457;108168166;14;NC_000080.6;62379170;62392611;plus;3
Gm35468;102639065;14;NC_000080.6;62440284;62446721;plus;3
Gm41172;105245776;14;NC_000080.6;62456467;62459180;plus;3
Gm4131;100042960;14;NC_000080.6;62462488;62481155;minus;4
Gm46482;108168198;14;NC_000080.6;62506860;62515217;plus;3
Gm6076;606717;14;NC_000080.6;62514640;62515371;minus;0
Gm24625;115485932;14;NC_000080.6;62521023;62521152;plus;1
Gm5802;545062;14;NC_000080.6;62540396;62541287;minus;0
Gm35595;102639239;14;NC_000080.6;62541289;62541637;minus;0
Fam124a;629059;14;NC_000080.6;62555737;62608486;plus;7
Gm52153;115488384;14;NC_000080.6;62628370;62647927;plus;2
Gm23816;115485940;14;NC_000080.6;62634962;62635093;minus;1
Serpine3;319433;14;NC_000080.6;62663298;62692243;plus;9
Gm25162;115488395;14;NC_000080.6;62668651;62668770;plus;0
Gm50593;108168184;14;NC_000080.6;62674913;62678315;plus;0
Ints6;18130;14;NC_000080.6;62676325;62761163;minus;21
4931440J10Rik;71000;14;NC_000080.6;62760501;62830126;plus;7
Gm35678;102639344;14;NC_000080.6;62773818;62796106;minus;5
Gm18146;100416527;14;NC_000080.6;62779690;62780207;plus;0
Gm26536;102639417;14;NC_000080.6;62836901;62838520;minus;2
Wdfy2;268752;14;NC_000080.6;62837661;62961509;plus;12
Mir8098;102465889;14;NC_000080.6;62837721;62837857;plus;1
Mir6541;102465311;14;NC_000080.6;62865542;62865651;plus;1
Gm21021;100534305;14;NC_000080.6;62973781;62974970;plus;0
Defb48;432867;14;NC_000080.6;62977524;62984510;minus;2
Defb47;654465;14;NC_000080.6;62992375;63001180;plus;6
Defb43;654458;14;NC_000080.6;63011771;63018088;plus;2
Gm19198;100418417;14;NC_000080.6;63025130;63025711;minus;0
Defb30;73670;14;NC_000080.6;63034087;63037846;minus;3
Defb42;619548;14;NC_000080.6;63046991;63048606;plus;4
2700070H01Rik;72609;14;NC_000080.6;63055073;63058149;plus;3
LOC109280030;109280030;14;NC_000080.6;63062164;63063066;plus;0
Gm35908;102639646;14;NC_000080.6;63070817;63077375;plus;5
Gm36025;102639796;14;NC_000080.6;63092059;63104187;minus;4
Gm17941;100416147;14;NC_000080.6;63095338;63097115;plus;0
Gm23629;115488452;14;NC_000080.6;63099536;63099642;plus;1
Ctsb;13030;14;NC_000080.6;63122462;63145923;plus;10
Fdft1;14137;14;NC_000080.6;63145150;63181687;minus;10
Gm51283;114483351;14;NC_000080.6;63150292;63150348;minus;1
Neil2;382913;14;NC_000080.6;63182439;63194154;minus;8
Gata4;14463;14;NC_000080.6;63198914;63271712;minus;9
Gm4151;100042988;14;NC_000080.6;63308919;63358503;plus;14
Gm36165;102639980;14;NC_000080.6;63358672;63373196;plus;4
Gm46458;108168167;14;NC_000080.6;63360335;63371150;minus;3
LOC109280031;109280031;14;NC_000080.6;63367789;63369845;plus;0
Blk;12143;14;NC_000080.6;63372837;63417187;minus;13
Fam167a;219148;14;NC_000080.6;63436394;63465502;plus;6
Tdh;58865;14;NC_000080.6;63492347;63509092;minus;9
Gm17232;105245779;14;NC_000080.6;63493656;63502900;plus;4
Mtmr9;210376;14;NC_000080.6;63519651;63544027;minus;11
LOC110120543;110120543;14;NC_000080.6;63585329;63587537;plus;0
Gm15918;105245780;14;NC_000080.6;63601070;63605489;minus;2
Xkr6;219149;14;NC_000080.6;63606530;63845706;plus;5
Gm38524;102640169;14;NC_000080.6;63649496;63666182;plus;3
Mir598;100124452;14;NC_000080.6;63727189;63727267;plus;1
Gm36218;102640060;14;NC_000080.6;63739988;63741417;minus;3
Gm41175;105245781;14;NC_000080.6;63803720;63826001;minus;2
Pinx1;72400;14;NC_000080.6;63860277;63919862;plus;8
Sox7;20680;14;NC_000080.6;63943706;63950732;plus;2
4930578I06Rik;67750;14;NC_000080.6;63971121;63987780;minus;5
Gm36410;102640311;14;NC_000080.6;63982328;63985898;plus;3
Rp1l1;271209;14;NC_000080.6;63992431;64033506;plus;4
Prss55;71037;14;NC_000080.6;64075435;64085449;minus;6
Prss51;100504162;14;NC_000080.6;64085525;64097674;plus;7
4930471C04Rik;78176;14;NC_000080.6;64099295;64104235;minus;4
Prss52;73382;14;NC_000080.6;64104323;64113751;plus;5
Gm17116;102640375;14;NC_000080.6;64111199;64115795;minus;3
9630015K15Rik;78569;14;NC_000080.6;64116237;64127625;plus;5
Msra;110265;14;NC_000080.6;64122621;64455903;minus;15
Gm52129;115488333;14;NC_000080.6;64199353;64210345;plus;3
Gm52132;115488336;14;NC_000080.6;64215927;64239774;plus;3
Gm41176;105245782;14;NC_000080.6;64260541;64280326;plus;5
Gm52131;115488335;14;NC_000080.6;64303788;64313680;minus;2
Gm52130;115488334;14;NC_000080.6;64406626;64414801;plus;2
Mir124a-1hg;268755;14;NC_000080.6;64588115;64593961;plus;4
Mir124a-1;387233;14;NC_000080.6;64590657;64590741;plus;1
Mir3078;100526520;14;NC_000080.6;64591185;64591271;plus;1
Gm36924;102640998;14;NC_000080.6;64624577;64638185;plus;3
Kif13b;16554;14;NC_000080.6;64652492;64809618;plus;42
Gm19019;100418126;14;NC_000080.6;64677223;64677811;plus;0
Gm26225;115488410;14;NC_000080.6;64753918;64754052;plus;1
Hmbox1;219150;14;NC_000080.6;64811600;64949899;minus;11
Gm20111;105245783;14;NC_000080.6;64839100;64839468;plus;0
Gm4573;100043657;14;NC_000080.6;64921754;64923114;plus;0
Ints9;210925;14;NC_000080.6;64950045;65039835;plus;17
Gm52118;115488322;14;NC_000080.6;65034092;65046682;minus;5
Extl3;54616;14;NC_000080.6;65052059;65149899;minus;8
Gm52119;115488323;14;NC_000080.6;65099370;65103240;plus;3
Gm30008;102631745;14;NC_000080.6;65171279;65175018;minus;3
Gm41177;105245784;14;NC_000080.6;65172328;65185337;plus;7
Fzd3;14365;14;NC_000080.6;65192441;65262463;minus;7
Gm9086;115488360;14;NC_000080.6;65206874;65207733;plus;0
Gm52141;115488361;14;NC_000080.6;65227726;65228576;plus;0
Fbxo16;50759;14;NC_000080.6;65266618;65323973;plus;9
Gm41178;105245786;14;NC_000080.6;65296452;65299186;minus;2
Zfp395;380912;14;NC_000080.6;65358676;65398930;plus;10
Pnoc;18155;14;NC_000080.6;65400673;65425564;minus;4
9530047P18Rik;78419;14;NC_000080.6;65465797;65467162;plus;3
Elp3;74195;14;NC_000080.6;65530446;65593112;minus;15
Nuggc;100503545;14;NC_000080.6;65593499;65648444;plus;22
Gm30245;102632076;14;NC_000080.6;65615586;65619306;minus;4
Scara5;71145;14;NC_000080.6;65666403;65764826;plus;10
Pbk;52033;14;NC_000080.6;65805911;65817822;plus;9
Esco2;71988;14;NC_000080.6;65819027;65833969;minus;11
Ccdc25;67179;14;NC_000080.6;65837302;65866604;plus;9
Gm41181;105245789;14;NC_000080.6;65903037;65914254;plus;3
Gm41182;105245790;14;NC_000080.6;65916177;65927392;plus;3
Scara3;219151;14;NC_000080.6;65919394;65953978;minus;6
Gm19222;100418454;14;NC_000080.6;65960724;65962910;minus;0
Clu;12759;14;NC_000080.6;65968483;65981548;plus;11
Gulo;268756;14;NC_000080.6;65986786;66009254;minus;12
Adam2;11495;14;NC_000080.6;66027322;66077851;minus;21
Gm10233;100043675;14;NC_000080.6;66044941;66046083;plus;0
Ephx2;13850;14;NC_000080.6;66084372;66124522;minus;21
Chrna2;110902;14;NC_000080.6;66133236;66152948;plus;10
Ptk2b;19229;14;NC_000080.6;66153257;66281100;minus;34
Gm52098;115488300;14;NC_000080.6;66178495;66187528;plus;4
Gm52099;115488301;14;NC_000080.6;66231133;66235108;plus;3
1700001G11Rik;69303;14;NC_000080.6;66295327;66297129;minus;3
Trim35;66854;14;NC_000080.6;66297025;66311424;plus;6
Gm41183;105245791;14;NC_000080.6;66336036;66343729;minus;3
Stmn4;56471;14;NC_000080.6;66344210;66361680;plus;8
LOC115488419;115488419;14;NC_000080.6;66446216;66446352;plus;1
Gm41184;105245792;14;NC_000080.6;66470209;66472615;minus;3
LOC110120540;110120540;14;NC_000080.6;66492741;66497119;plus;0
Adra1a;11549;14;NC_000080.6;66635251;66771240;plus;6
Gm9130;668366;14;NC_000080.6;66797886;66798428;minus;0
Dpysl2;12934;14;NC_000080.6;66802864;66911156;minus;15
Gm5464;432870;14;NC_000080.6;66868850;66871005;plus;1
Pnma2;239157;14;NC_000080.6;66901589;66920063;plus;5
Gm9570;672614;14;NC_000080.6;66966980;66970065;plus;0
Gm24258;115488397;14;NC_000080.6;66970452;66970584;plus;1
Bnip3l;12177;14;NC_000080.6;66985238;67008877;minus;8
Ppp2r2a;71978;14;NC_000080.6;67014056;67072471;minus;11
Gm52123;115488327;14;NC_000080.6;67085588;67088431;plus;2
Gm30438;102632339;14;NC_000080.6;67159163;67189212;plus;11
Gm30806;102632838;14;NC_000080.6;67201526;67209103;plus;4
Gm20675;105245795;14;NC_000080.6;67232416;67233195;minus;2
Ebf2;13592;14;NC_000080.6;67233292;67430952;plus;17
Gm52149;115488372;14;NC_000080.6;67257686;67264818;minus;2
Gm6878;628416;14;NC_000080.6;67304888;67325567;minus;5
4930438E09Rik;73977;14;NC_000080.6;67332042;67397742;minus;6
Gm10860;100038671;14;NC_000080.6;67430194;67432969;minus;2
Gm38409;328436;14;NC_000080.6;67476873;67502079;plus;4
Gm24981;115485934;14;NC_000080.6;67566850;67566981;plus;1
Cdca2;108912;14;NC_000080.6;67673180;67715841;minus;18
Kctd9;105440;14;NC_000080.6;67716086;67742310;plus;12
Gnrh1;14714;14;NC_000080.6;67745181;67749440;plus;4
Gm52126;115488330;14;NC_000080.6;67749220;67750912;minus;2
Dock5;68813;14;NC_000080.6;67751928;67933572;minus;53
Mir6539;102465310;14;NC_000080.6;67859636;67859745;minus;1
Gm41188;105245797;14;NC_000080.6;67948160;67960826;plus;3
Gm41189;105245798;14;NC_000080.6;68034379;68035959;minus;2
Gm52127;115488331;14;NC_000080.6;68038952;68046445;plus;4
Gm31107;102633226;14;NC_000080.6;68042391;68080874;minus;5
Nefl;18039;14;NC_000080.6;68083863;68089095;plus;4
Gm19216;100418444;14;NC_000080.6;68113873;68115333;plus;0
Nefm;18040;14;NC_000080.6;68119545;68125004;minus;3
A230070E04Rik;100043072;14;NC_000080.6;68123752;68131371;plus;3
Gm22319;115485958;14;NC_000080.6;68166953;68167074;minus;0
Gm41190;105245799;14;NC_000080.6;68436478;68461704;minus;3
Gm31227;102633392;14;NC_000080.6;68437418;68496859;plus;4
Adam7;11500;14;NC_000080.6;68497336;68533689;minus;23
Gm41191;105245800;14;NC_000080.6;68539967;68543639;plus;3
Adamdec1;58860;14;NC_000080.6;68563387;68582072;minus;14
Adam28;13522;14;NC_000080.6;68604998;68655889;minus;24
Gm52094;115488292;14;NC_000080.6;68643550;68643924;plus;0
Gm46476;108168192;14;NC_000080.6;68721803;68732356;plus;0
Gm31281;102633463;14;NC_000080.6;68805106;68839287;plus;3
Gm47256;115488293;14;NC_000080.6;68873992;68875129;plus;0
Gm41192;105245801;14;NC_000080.6;69004838;69030490;minus;5
Stc1;20855;14;NC_000080.6;69029289;69041401;plus;4
Rps2-ps5;545808;14;NC_000080.6;69158581;69159557;plus;0
1700092C10Rik;73554;14;NC_000080.6;69164799;69171843;minus;3
Nkx2-6;18092;14;NC_000080.6;69171802;69175540;plus;2
Gm31632;102633927;14;NC_000080.6;69184898;69186064;minus;2
Nkx3-1;18095;14;NC_000080.6;69190692;69194658;plus;2
Gm37762;105245802;14;NC_000080.6;69201500;69221613;minus;6
Slc25a37;67712;14;NC_000080.6;69241848;69285544;minus;4
Gm27222;115488277;14;NC_000080.6;69258332;69265886;plus;3
Gm31896;102634271;14;NC_000080.6;69258661;69261841;minus;2
Gm31748;102634077;14;NC_000080.6;69285356;69285845;plus;2
Synb;239167;14;NC_000080.6;69290378;69312408;minus;7
Gm41197;105245807;14;NC_000080.6;69293698;69313871;plus;4
Gm16677;100504477;14;NC_000080.6;69329707;69337137;minus;3
Entpd4;67464;14;NC_000080.6;69337151;69366742;plus;13
Gm16867;100862085;14;NC_000080.6;69363290;69504080;minus;19
Gm21451;100862072;14;NC_000080.6;69390417;69477453;plus;17
LOC115488278;115488278;14;NC_000080.6;69508628;69555417;minus;11
Gm41194;105245804;14;NC_000080.6;69511948;69532121;plus;4
Entpd4b;100862375;14;NC_000080.6;69555401;69584940;plus;13
Gm27177;102636146;14;NC_000080.6;69581540;69640470;minus;7
Loxl2;94352;14;NC_000080.6;69608692;69695834;plus;16
Mir6950;102465573;14;NC_000080.6;69692248;69692320;plus;1
R3hcc1;71843;14;NC_000080.6;69697304;69714809;minus;9
Chmp7;105513;14;NC_000080.6;69716979;69732570;minus;10
Gm18682;100417549;14;NC_000080.6;69726485;69728243;plus;0
4930480K23Rik;75016;14;NC_000080.6;69732784;69767113;plus;6
Gm17740;382919;14;NC_000080.6;69760314;69763709;minus;0
Tnfrsf10b;21933;14;NC_000080.6;69767472;69784411;plus;8
Rhobtb2;246710;14;NC_000080.6;69784990;69824847;minus;17
Pebp4;73523;14;NC_000080.6;69840407;70059918;plus;7
